strip,pixel,x,y
0,1,946,930
0,2,940,888
0,3,954,915
0,4,961,867
0,5,963,819
0,6,955,788
0,7,955,789
0,8,945,809
0,9,918,835
0,10,961,868
0,11,961,909
0,12,944,955
0,13,969,958
0,14,966,907
0,15,945,869
0,16,943,862
0,17,919,797
0,18,916,779
0,19,936,714
0,20,933,719
0,21,954,742
0,22,917,765
0,24,910,694
0,25,904,640
0,26,961,649
0,27,941,641
0,28,903,666
0,29,910,655
0,30,927,641
0,31,928,641
0,32,972,677
0,33,966,693
0,34,980,680
0,35,996,639
0,36,1010,585
0,37,1009,577
0,38,976,540
0,39,941,560
0,40,940,615
0,41,974,635
0,42,999,591
0,43,988,574
0,44,944,572
0,45,910,561
0,46,939,504
0,47,927,492
0,48,918,470
0,49,907,471
0,50,952,456
0,51,963,457
0,52,996,460
0,53,1026,454
0,54,1012,409
0,55,1012,410
0,56,996,464
0,57,999,472
0,58,1004,520
0,59,961,562
0,60,957,554
0,61,984,525
0,62,998,500
0,63,1019,452
0,64,1023,430
0,65,1017,394
0,66,995,415
0,67,1033,431
0,68,1029,430
0,69,1024,400
0,70,1026,390
0,71,988,353
0,72,987,348
0,73,991,364
0,74,1000,356
0,75,1046,350
0,76,1087,347
0,77,1056,322
0,78,1047,327
0,79,1025,340
0,80,1011,349
0,81,1041,418
0,82,1039,423
0,83,1004,457
0,84,985,470
0,85,960,473
0,86,988,435
0,87,1009,420
0,88,1027,405
0,89,989,367
0,90,939,417
0,91,907,418
0,92,887,411
0,93,908,396
0,94,931,398
0,95,974,419
0,96,999,413
0,97,1008,382
0,98,1006,334
0,99,1013,306
0,100,1023,290
0,101,1078,354
0,102,1072,346
0,103,1076,327
0,104,1084,310
0,105,1054,278
0,106,1051,301
0,107,1052,326
0,108,1014,368
0,109,992,380
0,110,940,387
0,111,893,361
0,112,889,358
0,113,927,309
0,114,900,287
0,115,845,283
0,116,859,279
0,117,892,307
0,118,903,293
0,119,918,267
0,120,939,216
0,121,935,232
0,122,966,255
0,123,972,270
0,124,968,296
0,125,949,331
0,126,957,377
0,127,957,378
0,128,952,356
0,129,942,346
0,130,961,321
0,131,965,287
0,132,973,319
0,133,968,333
0,134,927,353
0,135,913,354
0,136,881,352
0,137,913,327
0,138,928,295
0,139,949,311
0,140,961,340
0,141,943,325
0,142,949,320
0,143,974,289
0,144,985,283
0,145,943,243
0,146,962,274
0,147,964,289
0,148,960,296
0,149,957,285
0,150,971,268
0,151,952,258
0,152,938,250
0,153,945,237
0,154,901,249
0,155,913,206
0,156,932,190
0,157,970,225
0,158,977,237
0,159,1008,253
0,160,1036,269
0,161,1053,273
0,162,1044,311
0,163,1028,320
0,164,1005,332
0,165,983,335
0,166,1019,308
0,167,1033,303
0,168,1034,266
0,169,1039,263
0,170,1011,278
0,171,1020,267
0,172,1091,267
0,173,1069,293
0,174,1047,288
0,175,1047,288
0,176,1036,249
0,177,1077,250
0,178,1090,261
0,179,1099,245
0,180,1112,242
0,181,1071,241
0,182,1061,255
0,183,1049,270
0,184,1042,283
0,185,996,269
0,186,1001,270
0,187,1008,256
0,188,958,230
0,189,938,245
0,190,922,279
0,191,916,259
0,192,919,240
0,193,902,244
0,194,854,224
0,195,860,199
0,196,899,197
0,197,909,193
0,198,976,172
0,199,976,172
