strip,pixel,x,y
0,1,947,930
0,2,941,889
0,3,954,914
0,4,962,881
0,5,957,835
0,6,957,789
0,7,959,805
0,8,936,811
0,9,912,857
0,10,952,870
0,11,959,931
0,12,942,958
0,13,931,974
0,14,966,890
0,15,952,877
0,16,944,866
0,17,940,850
0,18,917,793
0,19,928,719
0,20,934,717
0,21,947,736
0,22,926,763
0,23,915,731
0,24,912,705
0,25,909,681
0,26,947,648
0,27,930,635
0,28,915,651
0,29,909,654
0,30,926,641
0,31,953,649
0,32,960,688
0,33,971,695
0,34,989,682
0,35,1003,654
0,36,1011,579
0,37,1011,579
0,38,1005,537
0,39,958,541
0,40,926,597
0,41,942,626
0,42,977,623
0,43,977,560
0,44,945,570
0,45,909,555
0,46,919,524
0,47,943,503
0,48,953,477
0,49,946,475
0,50,953,458
0,51,964,455
0,52,992,459
0,53,1042,449
0,54,1024,412
0,55,999,428
0,56,995,460
0,57,1004,501
0,58,1003,526
0,59,943,567
0,60,980,531
0,61,998,502
0,62,1001,495
0,63,1010,471
0,64,1024,438
0,65,995,414
0,66,994,425
0,67,993,448
0,68,1033,431
0,69,1016,417
0,70,1026,394
0,71,1030,376
0,72,1006,342
0,73,1003,353
0,74,1001,356
0,75,1039,339
0,76,1082,352
0,77,1072,335
0,78,1055,325
0,79,1019,344
0,80,1037,373
0,81,1043,402
0,82,1031,432
0,83,1017,449
0,84,958,494
0,85,962,461
0,86,985,436
0,87,1008,421
0,88,1028,404
0,89,978,371
0,90,945,385
0,91,941,420
0,92,900,397
0,93,908,391
0,94,926,388
0,95,976,419
0,96,997,416
0,97,1012,368
0,98,1011,361
0,99,1008,323
0,100,1027,282
0,101,1049,300
0,102,1075,349
0,103,1067,342
0,104,1061,288
0,105,1051,286
0,106,1050,326
0,107,1041,336
0,108,1007,374
0,109,977,382
0,110,939,383
0,111,915,374
0,112,890,356
0,113,931,318
0,114,914,288
0,115,892,285
0,116,859,279
0,117,867,277
0,118,892,306
0,119,922,274
0,120,912,228
0,121,938,219
0,122,935,231
0,123,970,266
0,124,977,286
0,125,951,322
0,126,952,358
0,127,957,374
0,128,944,349
0,129,949,339
0,130,965,287
0,131,973,308
0,132,971,325
0,133,955,343
0,134,937,352
0,135,880,350
0,136,903,341
0,137,912,328
0,138,927,294
0,139,949,310
0,140,970,347
0,141,946,322
0,142,949,320
0,143,952,295
0,144,985,277
0,145,972,246
0,146,942,242
0,147,964,291
0,148,956,293
0,149,957,285
0,150,969,272
0,151,950,257
0,152,938,250
0,153,907,255
0,154,901,246
0,155,910,208
0,156,964,216
0,157,969,224
0,158,996,247
0,159,1017,264
0,160,1051,274
0,161,1051,274
0,162,1042,308
0,163,1043,320
0,164,1014,323
0,165,984,334
0,166,986,305
0,167,1029,308
0,168,1034,302
0,169,1034,260
0,170,1026,262
0,171,1008,277
0,172,1043,247
0,173,1065,307
0,174,1056,305
0,175,1040,268
0,176,1042,243
0,178,1106,248
0,179,1107,243
0,180,1107,223
0,181,1088,224
0,182,1074,236
0,183,1041,285
0,184,1012,275
0,185,994,268
0,186,997,266
0,187,1004,255
0,188,961,228
0,189,938,244
0,190,948,263
0,191,915,264
0,192,918,237
0,193,915,240
0,194,898,244
0,195,860,205
0,196,861,183
0,197,901,194
0,198,948,181
0,199,994,187
