strip,pixel,x,y
1,1,752,361
1,2,752,361
1,3,743,387
1,4,745,404
1,5,735,424
1,6,742,415
1,7,727,475
1,8,748,355
1,9,730,470
1,10,737,453
1,11,733,464
1,12,734,476
1,13,711,496
1,14,701,497
1,15,708,478
1,16,748,355
1,17,709,453
1,18,706,438
1,19,715,421
1,20,748,355
1,21,721,389
1,22,720,373
1,23,730,359
1,24,747,355
1,25,748,355
1,26,699,359
1,27,748,355
1,28,748,355
1,29,680,409
1,30,748,355
1,31,748,355
1,32,704,422
1,33,685,455
1,34,677,496
1,35,669,516
1,36,653,567
1,37,647,520
1,38,642,501
1,39,649,483
1,40,645,464
1,41,627,471
1,42,648,428
1,43,748,355
1,44,661,389
1,45,668,376
1,46,748,355
1,47,699,346
1,48,748,355
1,49,652,323
1,50,664,344
1,51,712,358
1,52,647,375
1,53,642,389
1,54,640,409
1,55,618,432
1,56,628,448
1,57,611,473
1,58,661,446
1,59,635,482
1,60,644,485
1,61,629,475
1,62,649,439
1,63,748,355
1,64,573,464
1,65,592,439
1,66,622,404
1,67,631,390
1,68,608,376
1,69,609,360
1,71,623,322
1,72,609,302
1,73,676,332
1,74,594,323
1,75,603,342
1,76,589,362
1,77,630,373
1,78,595,396
1,79,614,403
1,80,564,444
1,81,560,462
1,82,599,459
1,83,537,518
1,84,549,526
1,85,534,510
1,86,521,494
1,87,541,465
1,88,513,454
1,89,529,430
1,90,530,405
1,91,536,390
1,92,748,355
1,93,748,355
1,94,748,355
1,95,748,355
1,96,563,323
1,97,609,315
1,98,572,294
1,99,559,304
1,100,747,355
1,101,748,355
1,102,748,355
1,103,748,355
1,104,748,355
1,105,748,355
1,106,748,355
1,107,748,355
1,108,748,355
1,109,748,355
1,110,748,355
1,111,748,355
1,112,748,355
1,113,748,355
1,115,748,355
1,116,748,355
1,117,748,355
1,118,748,355
1,119,748,355
1,120,748,355
1,121,748,355
1,122,748,355
1,123,748,355
1,124,748,355
1,125,748,355
1,126,748,355
1,127,748,355
1,128,748,355
1,129,748,355
1,130,748,355
1,131,748,355
1,132,748,355
1,133,748,355
1,134,748,355
1,135,748,355
1,136,748,355
1,138,748,355
1,139,748,355
1,140,748,355
1,141,748,355
1,142,748,355
1,143,748,355
1,144,748,355
1,145,748,355
1,146,748,355
1,147,748,355
1,148,747,355
1,149,748,355
1,150,748,355
1,151,748,355
1,152,748,355
1,153,748,355
1,154,748,355
1,155,748,355
1,156,747,355
1,157,748,355
1,158,748,355
1,159,747,355
1,160,748,355
1,162,748,355
1,163,748,355
1,164,748,355
1,165,748,355
1,166,748,355
1,167,748,355
1,168,748,355
1,169,748,355
1,171,748,355
1,172,748,355
1,173,748,355
1,174,748,355
1,175,748,355
1,176,748,355
1,177,748,355
1,178,748,355
1,179,748,355
1,180,748,355
1,181,748,355
1,182,748,355
1,183,748,355
1,184,748,355
1,185,748,355
1,186,748,355
1,187,748,355
1,188,748,355
1,189,748,355
1,190,748,355
1,191,748,355
1,192,748,355
1,193,748,355
1,194,748,355
1,195,748,355
1,196,748,355
1,197,748,355
1,198,748,355
1,199,748,355
1,200,748,355
1,201,748,355
1,202,748,355
1,203,748,355
1,204,748,355
1,205,748,355
1,206,748,355
1,207,748,355
1,208,748,355
1,209,748,355
1,210,748,355
1,211,748,355
1,212,748,355
1,213,749,355
1,214,748,355
1,215,748,355
1,216,748,355
1,217,748,355
1,218,748,355
1,219,748,355
1,220,748,355
1,221,748,355
1,222,748,355
1,223,748,355
1,224,748,355
1,225,748,355
1,226,748,355
1,227,748,355
1,228,748,355
1,229,748,355
1,230,748,355
1,232,749,355
1,233,748,355
1,234,748,355
1,235,748,355
1,236,748,355
1,237,748,355
1,238,748,355
1,239,748,355
1,240,748,355
1,241,747,355
1,242,748,355
1,243,748,355
1,244,748,355
1,245,748,355
1,246,748,355
1,247,748,355
1,248,748,355
1,249,747,355
1,250,748,355
1,251,748,355
1,252,748,355
1,253,748,355
1,254,748,355
1,255,748,355
1,256,748,355
1,257,748,355
1,258,748,355
1,259,748,355
1,260,748,355
1,261,748,355
1,262,748,355
1,263,748,355
1,264,748,355
1,265,748,355
1,266,748,355
1,267,748,355
1,268,748,355
1,269,748,355
1,270,748,355
1,271,748,355
1,272,748,355
1,273,748,355
1,274,748,355
1,275,748,355
1,276,748,355
1,277,748,355
1,278,748,355
1,279,748,355
1,280,748,355
1,281,748,355
1,282,748,355
1,283,748,355
1,284,748,355
1,285,748,355
1,286,748,355
1,287,748,355
1,288,748,355
1,289,748,355
1,290,748,355
1,291,748,355
1,292,748,355
1,293,748,355
1,294,748,355
1,295,748,355
1,296,748,355
1,297,748,355
1,298,749,355
1,299,748,355
