strip,pixel,x,y
16,2,887,614
16,3,867,597
16,4,914,616
16,5,900,635
16,6,925,638
16,7,944,619
16,8,923,607
16,9,951,592
16,10,970,620
16,11,965,646
16,12,980,637
16,13,1030,601
16,14,1018,566
16,15,1016,535
16,16,1010,506
16,17,1044,503
16,18,1037,548
16,19,1076,542
16,20,1065,519
16,21,1078,502
16,22,1094,526
16,23,1116,505
16,24,1130,527
16,25,1134,552
16,26,1116,573
16,27,1090,562
16,28,1060,563
16,29,1045,583
16,30,1069,621
16,31,1087,639
16,32,1100,620
16,33,1113,604
16,34,1131,589
16,35,1141,616
16,36,1118,638
16,37,1135,653
16,38,1159,657
16,39,1194,651
16,40,1222,667
16,41,1296,650
16,42,1285,681
16,43,1332,671
16,44,1349,649
16,45,1349,647
16,46,1321,643
16,47,1293,639
16,48,1267,637
16,49,1247,653
16,50,1208,628
16,51,1235,582
16,52,1256,580
16,53,1256,571
16,54,1285,576
16,55,1285,558
16,56,1299,562
16,57,1328,581
16,58,1329,577
16,59,1354,579
16,60,1362,582
16,61,1352,563
16,62,1349,563
16,63,1325,555
16,64,1317,550
16,65,1335,544
16,66,1342,546
16,67,1303,469
16,68,1351,463
16,69,1410,556
16,70,1438,540
16,71,1465,546
16,72,1493,552
16,73,1480,561
16,74,1457,559
16,75,1440,570
16,76,1429,583
16,77,1429,584
16,78,1445,576
16,79,1472,573
16,80,1500,574
16,81,1524,557
16,82,1554,565
16,83,1563,558
16,85,1644,519
16,86,1650,514
16,87,1691,525
16,88,1700,512
16,89,1693,507
16,90,1662,503
16,91,1642,496
16,92,1631,493
16,93,1601,497
16,94,1616,513
16,95,1552,504
16,96,1585,490
16,97,1612,483
16,98,1576,481
16,99,1542,506
16,100,1481,499
16,108,1535,704
16,110,1463,706
16,112,1395,724
16,115,1325,655
16,116,1310,688
16,117,1266,686
16,118,1261,658
16,119,1194,660
16,120,1167,633
16,121,1140,645
16,122,1111,652
16,123,1075,646
16,124,1032,627
16,125,968,604
16,126,915,593
16,127,917,596
16,128,863,630
16,129,809,599
16,130,811,621
16,131,770,598
16,132,742,609
16,133,703,601
16,145,831,424
16,146,804,402
16,147,773,378
16,148,730,393
16,149,666,393
16,151,602,373
16,152,546,360
16,153,560,370
16,154,611,404
16,155,590,384
16,156,588,358
16,157,631,360
16,158,620,388
16,159,648,405
16,160,661,425
16,161,680,403
16,162,665,383
16,163,699,379
16,164,679,362
16,165,714,360
16,166,736,383
16,167,727,395
16,168,693,435
16,169,703,413
16,170,727,427
16,171,746,414
16,172,757,399
16,173,757,360
16,174,800,362
16,175,837,361
16,176,810,384
16,177,803,395
16,178,777,416
16,179,794,436
16,180,818,443
16,181,856,442
16,182,837,403
16,183,856,383
16,184,901,379
16,185,875,428
16,186,902,446
16,187,886,394
16,188,929,419
16,189,942,437
16,190,947,418
16,191,928,377
16,192,914,364
16,193,945,388
16,194,950,362
16,201,1205,418
16,202,1165,394
16,203,1145,412
16,204,1180,430
16,205,1156,441
16,206,1114,409
16,207,1121,397
16,208,1100,384
16,209,1066,380
16,210,1081,393
16,211,1068,415
16,212,1086,430
16,213,1117,445
16,214,1077,447
16,215,1056,432
16,216,1037,443
16,217,1003,451
16,218,1007,426
16,219,1038,412
16,220,1009,398
16,221,1016,375
16,222,981,321
16,223,982,311
