strip,pixel,x,y
0,4,950,1005
0,5,951,1005
0,6,965,976
0,7,993,903
0,8,971,859
0,9,976,839
0,10,981,816
0,11,987,763
0,12,996,765
0,13,978,727
0,14,1004,708
0,15,1012,700
0,16,993,682
0,17,1029,641
0,18,975,612
0,19,975,611
0,20,1018,603
0,21,1012,588
0,22,1001,571
0,23,1023,554
0,24,986,536
0,25,1034,531
0,26,1030,506
0,27,1028,496
0,28,1033,485
0,29,1041,469
0,30,1034,454
0,31,1073,418
0,32,1068,402
0,33,1103,408
0,34,1086,402
0,35,1083,397
0,36,1089,399
0,37,1081,388
0,38,1087,390
0,39,1064,393
0,40,1043,397
0,41,1047,405
0,42,1044,416
0,43,1040,449
0,45,1040,486
0,46,1040,489
0,47,995,487
0,48,992,469
0,49,978,457
0,50,1028,447
0,51,1022,432
0,52,980,408
0,53,981,394
0,54,979,392
0,55,972,388
0,56,977,398
0,57,1012,378
0,58,987,360
0,59,948,338
0,60,939,330
0,61,940,323
0,62,937,316
0,63,931,298
0,64,883,261
0,65,916,268
0,66,915,235
0,67,948,238
0,68,971,245
0,69,968,239
0,70,945,219
0,71,960,212
0,72,950,234
0,73,986,224
0,74,939,238
0,75,966,239
0,76,980,234
0,77,1016,236
0,78,986,243
0,79,1001,248
0,80,1009,259
0,81,1014,276
0,82,1037,291
0,83,1004,301
0,84,1037,337
0,85,1045,358
0,86,1055,376
0,87,1073,381
0,88,1014,386
0,89,1037,377
0,90,1073,368
0,91,1045,318
0,92,1055,349
0,93,1064,359
0,94,1092,321
0,95,1092,321
0,96,1073,311
0,97,1085,291
0,98,1072,263
0,99,1107,305
0,100,1118,314
0,101,1104,320
0,102,1101,302
0,103,1057,272
0,104,1031,249
0,105,1030,244
0,106,1065,239
0,107,1042,241
0,108,1049,232
0,109,1064,231
0,110,1013,200
0,111,1042,196
0,112,1069,230
0,113,1082,190
0,114,1082,221
0,115,1089,232
0,116,1090,255
0,117,1106,240
0,118,1120,237
0,119,1108,264
0,120,1101,282
0,121,1119,272
0,122,1163,247
0,123,1175,242
0,124,1183,236
0,125,1168,223
0,126,1156,208
0,127,1138,234
0,128,1127,220
0,129,1095,197
0,130,1127,208
0,131,1158,207
0,132,1166,224
0,133,1178,238
0,134,1162,206
0,135,1153,193
0,136,1146,167
0,137,1121,161
0,138,1099,168
0,139,1083,175
0,140,1069,165
0,141,1059,158
0,142,1059,156
0,143,1064,182
0,144,1064,182
0,145,1035,164
0,146,1020,185
0,147,1009,174
0,148,983,202
0,149,959,197
0,150,954,197
0,151,952,202
0,152,948,192
0,153,934,194
0,154,923,200
0,155,909,197
0,156,888,215
0,157,862,218
0,158,875,187
0,159,868,182
0,160,858,181
0,161,855,153
0,162,827,145
0,163,810,139
0,164,816,121
0,165,788,98
0,166,768,100
0,167,769,96
0,168,785,62
0,169,776,56
0,170,771,54
0,171,777,48
0,172,793,74
0,173,816,55
0,174,780,47
0,175,790,54
0,176,840,41
0,177,828,53
0,178,828,53
0,179,844,39
0,180,897,38
0,181,901,52
0,182,901,66
0,183,888,59
0,184,890,48
0,185,899,39
0,186,909,36
0,187,924,28
0,188,953,39
0,189,965,28
0,190,974,40
0,191,1001,42
0,192,1007,47
0,193,1022,44
0,194,1022,44
0,195,996,25
0,196,1025,36
0,197,1058,27
