strip,pixel,x,y
0,2,385,906
0,3,381,887
0,4,325,909
0,5,313,916
0,6,253,898
0,7,254,877
0,8,269,876
0,9,284,876
0,10,321,880
0,11,333,882
0,12,350,880
0,13,360,880
0,14,400,886
0,15,425,895
0,16,440,892
0,17,461,891
0,18,475,890
0,19,511,898
0,20,524,894
0,21,556,899
0,22,583,897
0,23,601,904
0,24,631,909
0,25,648,915
0,26,670,916
0,27,692,924
0,28,713,930
0,29,737,952
0,30,759,961
0,31,767,966
0,32,798,987
0,33,814,997
0,34,835,1009
0,35,843,1017
0,36,865,1032
0,37,878,1029
0,38,863,1006
0,39,852,988
0,40,839,965
0,41,835,959
0,42,805,939
0,43,789,926
0,44,769,920
0,45,750,907
0,46,731,903
0,47,712,890
0,48,686,885
0,49,665,878
0,50,638,868
0,51,620,861
0,52,604,862
0,53,585,861
0,54,561,856
0,55,552,855
0,56,517,852
0,57,504,851
0,58,494,850
0,59,455,841
0,60,431,840
0,61,417,838
0,62,380,835
0,63,367,835
0,64,350,836
0,65,331,834
0,66,303,838
0,67,279,838
0,68,301,792
0,69,317,794
0,70,337,795
0,71,357,797
0,72,377,794
0,73,392,797
0,74,420,797
0,75,437,800
0,76,460,800
0,77,482,800
0,78,502,804
0,79,510,805
0,80,542,810
0,81,571,817
0,82,597,815
0,83,606,814
0,84,638,820
0,85,650,820
0,86,676,826
0,87,686,831
0,88,723,844
0,89,735,848
0,90,747,855
0,91,768,861
0,92,794,874
0,93,814,892
0,94,833,898
0,95,841,918
0,96,859,935
0,97,862,902
0,98,854,886
0,99,845,867
0,100,836,856
0,101,809,846
0,102,806,844
0,103,782,825
0,104,777,822
0,105,750,811
0,106,742,808
0,107,703,793
0,108,689,789
0,109,663,781
0,110,650,783
0,111,624,778
0,112,608,777
0,113,579,767
0,114,556,772
0,115,537,770
0,116,524,769
0,117,497,761
0,118,475,763
0,119,459,761
0,120,433,759
0,121,412,756
0,122,394,758
0,123,377,756
0,124,370,756
0,125,364,732
0,126,378,716
0,127,408,716
0,128,416,717
0,129,446,721
0,130,461,721
0,131,475,721
0,132,504,725
0,133,516,727
0,134,548,729
0,135,561,729
0,136,592,731
0,137,608,731
0,138,621,735
0,139,650,742
0,140,668,745
0,141,690,750
0,142,712,755
0,143,729,761
0,144,746,765
0,145,771,776
0,146,786,779
0,147,801,790
0,148,805,794
0,149,829,811
0,150,839,820
0,151,853,836
0,152,855,837
0,153,858,801
0,154,850,786
0,155,829,766
0,156,820,760
0,157,796,743
0,158,781,733
0,159,769,731
0,160,745,724
0,161,724,717
0,162,701,712
0,163,688,706
