strip,pixel,x,y
0,2,704,902
0,3,675,952
0,4,726,927
0,5,681,895
0,6,683,931
0,7,725,869
0,8,693,831
0,9,717,808
0,10,678,798
0,11,724,768
0,12,728,752
0,13,698,722
0,14,734,710
0,15,732,699
0,16,704,677
0,17,735,647
0,18,701,610
0,19,716,621
0,20,746,604
0,21,720,576
0,22,763,558
0,23,723,539
0,24,770,527
0,25,744,508
0,26,772,501
0,27,755,489
0,28,787,473
0,29,763,453
0,30,830,428
0,31,808,396
0,32,817,394
0,33,849,403
0,34,829,393
0,35,815,383
0,36,836,393
0,37,817,379
0,38,826,379
0,39,796,387
0,40,771,391
0,41,796,404
0,42,774,419
0,43,783,463
0,44,729,468
0,45,773,482
0,46,730,484
0,47,741,483
0,48,722,450
0,49,720,460
0,50,778,435
0,51,729,404
0,52,737,387
0,53,736,379
0,54,728,370
0,55,735,380
0,56,776,370
0,57,759,371
0,58,741,323
0,59,694,341
0,60,736,311
0,61,684,328
0,62,715,316
0,63,722,263
0,64,669,278
0,65,718,253
0,66,669,248
0,67,701,220
0,68,746,240
0,69,722,213
0,70,762,202
0,71,711,217
0,72,762,225
0,73,711,219
0,74,724,233
0,75,738,225
0,76,782,247
0,77,748,235
0,78,735,254
0,79,771,255
0,80,750,280
0,81,799,288
0,82,755,310
0,83,776,352
0,84,824,328
0,85,784,369
0,86,822,384
0,87,778,366
0,88,756,376
0,89,815,367
0,90,818,368
0,91,813,311
0,92,803,360
0,93,807,350
0,94,853,326
0,95,819,330
0,96,843,306
0,97,801,272
0,98,824,300
0,99,879,310
0,100,871,323
0,101,851,301
0,102,803,302
0,103,813,253
0,104,767,251
0,105,816,235
0,106,772,248
0,107,820,229
0,108,765,223
0,109,811,224
0,110,768,200
0,111,826,186
0,112,816,227
0,113,833,186
0,114,831,220
0,115,869,237
0,116,836,250
0,117,868,222
0,118,869,235
0,119,842,278
0,120,867,264
0,121,897,239
0,122,919,235
0,123,932,225
0,124,923,220
0,125,906,199
0,126,885,234
0,127,887,220
0,128,847,189
0,129,877,199
0,130,910,176
0,131,908,205
0,132,931,240
0,133,903,210
0,134,918,180
0,135,887,185
0,136,892,154
0,137,851,153
0,138,828,177
0,139,826,151
0,140,811,162
0,141,794,158
0,142,799,159
0,143,815,184
0,144,790,168
0,145,776,194
0,146,768,175
0,147,748,202
0,148,718,207
0,149,713,207
0,150,705,214
0,151,703,208
0,152,685,195
0,153,676,209
0,154,669,193
0,155,635,218
0,156,615,218
0,157,626,197
0,158,624,186
0,159,609,186
0,160,607,182
0,161,606,151
0,162,543,150
0,163,558,139
0,164,575,102
0,165,531,106
0,166,514,106
0,167,523,95
0,168,560,68
0,169,563,59
0,170,579,60
0,171,545,79
0,172,573,92
0,173,582,64
0,174,593,91
0,175,626,58
0,176,626,69
0,177,610,80
0,178,631,55
0,179,683,58
0,180,682,58
0,181,669,82
0,182,672,70
0,183,669,63
0,184,686,64
0,185,684,61
0,186,707,71
0,187,734,35
0,188,730,64
0,189,756,46
0,190,753,71
0,191,810,80
0,192,768,82
0,193,805,74
0,194,774,60
0,195,806,59
0,196,799,31
0,197,843,39
0,198,837,12
0,199,843,40
1,0,889,23
1,1,574,833
1,2,560,826
