strip,pixel,x,y
0,1,946,931
0,2,941,889
0,3,954,915
0,4,962,866
0,5,963,820
0,6,956,790
0,7,956,807
0,8,914,815
0,9,909,873
0,10,961,869
0,11,958,932
0,12,929,978
0,13,968,958
0,14,965,889
0,15,945,869
0,16,943,856
0,17,917,792
0,18,915,740
0,19,936,714
0,20,931,725
0,21,970,757
0,22,915,766
0,23,915,717
0,24,910,695
0,25,903,640
0,26,962,650
0,27,922,633
0,28,902,665
0,29,915,647
0,30,927,642
0,31,984,661
0,32,948,702
0,33,968,689
0,34,997,647
0,35,995,637
0,36,1009,585
0,37,1004,538
0,38,954,541
0,39,921,589
0,40,943,627
0,41,972,638
0,42,998,591
0,43,979,562
0,44,913,587
0,45,903,531
0,46,937,504
0,47,899,466
0,48,955,475
0,49,906,471
0,50,954,455
0,51,971,460
0,52,1014,462
0,53,1068,436
0,54,1011,409
0,55,985,441
0,56,997,473
0,57,1003,520
0,58,995,548
0,59,941,568
0,60,979,532
0,61,996,502
0,62,1008,472
0,63,1022,438
0,64,1016,393
0,65,993,415
0,66,989,449
0,67,1032,431
0,68,1009,427
0,69,1024,393
0,70,1028,375
0,71,980,350
0,72,1007,342
0,73,990,363
0,74,1032,330
0,75,1054,372
0,76,1085,347
0,77,1054,321
0,78,1040,328
0,79,1009,348
0,80,1042,379
0,81,1040,420
0,82,1018,447
0,83,984,469
0,84,952,495
0,85,963,446
0,86,997,429
0,87,1027,404
0,88,987,366
0,89,943,386
0,90,938,423
0,91,879,414
0,92,907,395
0,93,921,392
0,94,936,409
0,95,990,426
0,96,1004,391
0,97,1009,368
0,98,1005,327
0,99,1013,299
0,100,1033,267
0,101,1076,354
0,102,1065,342
0,103,1081,309
0,104,1052,278
0,105,1049,293
0,106,1050,326
0,107,1034,347
0,108,1005,375
0,109,970,386
0,110,918,388
0,111,887,359
0,112,933,323
0,113,913,288
0,114,888,284
0,115,843,283
0,116,861,277
0,117,890,308
0,118,921,274
0,119,899,235
0,120,935,216
0,121,934,232
0,122,964,255
0,123,977,285
0,124,948,308
0,125,944,345
0,126,956,379
0,127,956,361
0,128,942,346
0,129,957,330
0,130,964,287
0,131,973,312
0,132,967,333
0,133,940,355
0,134,913,354
0,135,879,352
0,136,911,337
0,137,915,288
0,138,948,311
0,139,969,347
0,140,938,326
0,141,949,320
0,142,951,295
0,143,983,286
0,144,988,249
0,145,941,242
0,146,963,278
0,147,965,300
0,148,950,288
0,149,967,274
0,150,969,267
0,151,938,251
0,152,943,237
0,153,900,258
0,154,890,221
0,155,931,190
0,156,964,217
0,157,975,237
0,158,1005,252
0,159,1024,269
0,160,1055,269
0,161,1039,294
0,162,1043,318
0,163,1012,321
0,164,986,347
0,165,972,303
0,166,1026,307
0,167,1034,300
0,168,1032,266
0,169,1046,252
0,170,1009,278
0,171,1041,249
0,172,1090,267
0,173,1057,306
0,174,1046,288
0,175,1032,247
0,176,1060,229
0,177,1085,266
0,178,1097,245
0,179,1109,241
0,180,1098,213
0,181,1068,240
0,182,1053,258
0,183,1040,283
0,184,991,268
0,185,1000,271
0,186,1007,255
0,187,985,218
0,188,932,239
0,189,950,261
0,190,912,282
0,191,915,236
0,192,918,240
0,193,896,246
0,194,852,225
0,195,859,182
0,196,897,197
0,197,928,188
0,198,973,172
0,199,992,189
