strip,pixel,x,y
16,1,641,465
16,2,684,482
16,3,664,466
16,5,695,505
16,6,722,507
16,7,740,486
16,8,721,473
16,9,748,457
16,10,767,485
16,11,761,513
16,12,777,501
16,13,827,464
16,14,816,429
16,15,815,397
16,16,809,371
16,17,841,367
16,18,834,410
16,19,871,405
16,20,860,384
16,21,874,367
16,22,889,390
16,23,907,370
16,24,921,391
16,25,924,416
16,26,908,436
16,27,886,424
16,28,856,427
16,29,841,446
16,30,864,482
16,31,880,500
16,32,894,482
16,33,906,466
16,34,923,452
16,35,934,481
16,36,911,499
16,37,928,515
16,38,949,519
16,39,983,515
16,40,1007,530
16,41,1073,515
16,42,1066,544
16,43,1106,536
16,44,1121,516
16,45,1120,512
16,46,1095,509
16,47,1070,504
16,48,1047,502
16,49,1029,517
16,50,993,492
16,51,1016,454
16,52,1035,458
16,54,1064,454
16,55,1062,443
16,56,1076,447
16,57,1102,458
16,58,1101,456
16,59,1123,460
16,60,1132,464
16,61,1123,452
16,62,1117,450
16,63,1097,443
16,64,1089,438
16,65,1105,437
16,66,1113,440
16,67,1108,428
16,68,1128,400
16,69,1164,456
16,70,1190,437
16,71,1217,443
16,72,1240,445
16,73,1229,452
16,74,1209,449
16,75,1196,457
16,76,1186,465
16,77,1188,467
16,78,1202,461
16,79,1225,460
16,80,1245,460
16,81,1267,449
16,82,1291,453
16,83,1299,448
16,85,1363,419
16,86,1369,416
16,87,1402,423
16,88,1412,414
16,89,1402,409
16,90,1378,406
16,91,1363,401
16,92,1352,401
16,93,1336,410
16,94,1341,416
16,95,1289,410
16,96,1318,402
16,98,1305,392
16,99,1279,412
16,100,1227,409
16,101,1386,552
16,102,1345,556
16,107,1299,535
16,108,1284,564
16,109,1254,543
16,110,1222,567
16,111,1198,589
16,112,1164,586
16,114,1139,509
16,115,1100,522
16,116,1087,553
16,117,1047,548
16,118,1045,522
16,119,982,525
16,120,957,496
16,121,932,507
16,122,904,515
16,123,868,508
16,124,826,489
16,125,765,467
16,126,713,459
16,127,716,463
16,128,657,502
16,129,603,471
16,130,603,496
16,131,560,472
16,132,529,485
16,133,486,479
16,134,947,859
16,136,947,859
16,137,947,859
16,138,947,859
16,146,606,290
16,147,947,859
16,149,474,266
16,150,947,859
16,151,947,859
16,152,345,194
16,153,361,206
16,154,408,240
16,155,386,222
16,156,389,196
16,157,433,203
16,158,419,226
16,159,448,243
16,160,460,265
16,161,480,246
16,162,466,224
16,163,505,226
16,164,482,209
16,165,517,210
16,166,541,233
16,167,527,243
16,168,493,276
16,169,505,257
16,170,528,271
16,172,560,250
16,173,561,214
16,174,605,221
16,175,642,224
16,176,615,242
16,177,607,252
16,178,579,266
16,179,597,285
16,180,621,296
16,181,659,297
16,182,641,260
16,183,661,246
16,184,705,247
16,185,679,287
16,186,704,306
16,187,689,258
16,188,733,287
16,189,745,300
16,190,752,293
16,191,732,251
16,192,720,239
16,193,749,259
16,194,757,253
16,197,947,859
16,199,947,859
16,201,988,313
16,202,952,277
16,203,935,299
16,204,967,308
16,205,946,327
16,206,906,291
16,207,914,285
16,208,895,284
16,209,863,267
16,210,876,272
16,211,864,289
16,212,881,303
16,213,911,329
16,214,873,318
16,215,853,304
16,216,834,312
16,217,802,317
16,218,806,296
16,219,836,292
16,220,809,278
16,221,816,259
16,222,782,215
16,227,753,178
16,228,791,183
16,229,832,191
16,230,875,210
16,231,924,204
16,232,877,197
16,233,864,202
16,234,833,221
16,235,947,859
16,236,859,226
16,237,847,226
16,238,883,231
16,239,883,228
16,240,947,859
16,241,947,859
16,242,897,230
16,243,947,859
16,244,961,321
16,247,947,859
16,248,947,859
16,249,947,859
16,253,947,859
16,256,963,245
16,257,1009,312
16,258,1028,284
16,259,1054,296
16,260,1052,293
16,261,1030,279
16,262,1043,282
16,263,1062,315
16,264,1069,304
16,265,1084,308
16,266,1044,368
16,267,1083,318
16,268,1097,339
16,269,1094,383
16,270,1091,333
16,271,1062,372
16,272,1084,359
16,273,1093,374
16,274,1126,358
16,275,947,859
16,276,1163,343
16,277,1158,371
16,278,1172,365
16,279,1192,344
16,280,1194,351
16,281,1198,366
16,282,1214,349
16,283,1220,358
16,284,1222,374
16,285,1226,372
16,286,1223,404
16,287,1194,456
16,288,1228,435
16,289,1264,389
16,290,1267,401
16,291,1290,422
16,292,1327,377
16,293,1347,381
16,294,1324,406
16,295,1365,392
16,296,1363,413
16,297,1376,389
16,298,1393,407
16,299,1356,441
